datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-03 09:00:00,2022-01-03 09:00:00,0.04108116983332766,2022,1,3,0.9992166821469545,10.033247991302872
2022-01-03 10:00:00,2022-01-03 10:00:00,0.05618740279259382,2022,1,3,0.999188959963349,10.048077002426083
2022-01-03 11:00:00,2022-01-03 11:00:00,0.5846941579817689,2022,1,3,0.9991607559178031,10.576301717159799
2022-01-03 12:00:00,2022-01-03 12:00:00,0.041647905581917666,2022,1,3,0.9991320700239181,10.0329686058211
2022-01-03 13:00:00,2022-01-03 13:00:00,0.8381441358482696,2022,1,3,0.9991029022955281,10.82917315880355
2022-01-03 14:00:00,2022-01-03 14:00:00,0.339808077934197,2022,1,3,0.9990732527466991,10.330540605401188
2022-01-03 15:00:00,2022-01-03 15:00:00,0.5473719148711912,2022,1,3,0.9990431213917298,10.537803128788488
2022-01-03 16:00:00,2022-01-03 16:00:00,0.2510184180189029,2022,1,3,0.9990125082451511,10.241143500470415
2022-01-03 17:00:00,2022-01-03 17:00:00,0.7150133802394736,2022,1,3,0.9989814133217262,10.704827513456735
2022-01-03 18:00:00,2022-01-03 18:00:00,0.026123297141546487,2022,1,3,0.9989498366364509,10.015621663506055
2022-01-03 19:00:00,2022-01-03 19:00:00,0.7034584859175376,2022,1,3,0.998917778204553,10.692636267963067
2022-01-03 20:00:00,2022-01-03 20:00:00,0.5211404598371714,2022,1,3,0.9988852380414929,10.509992840252101
2022-01-03 21:00:00,2022-01-03 21:00:00,0.9178819156647119,2022,1,3,0.998852216162963,10.906404077294342
2022-01-03 22:00:00,2022-01-03 22:00:00,0.0590569199105464,2022,1,3,0.9988187125848885,10.047244045759431
2022-01-03 23:00:00,2022-01-03 23:00:00,0.7352569762783917,2022,1,3,0.9987847273234264,10.723104249512655
2022-01-04 00:00:00,2022-01-04 00:00:00,0.7986717639280451,2022,1,4,0.9987502603949663,10.786174367877708
2022-01-04 01:00:00,2022-01-04 01:00:00,0.45409570078402994,2022,1,4,0.9987153118161298,10.44124881894533
2022-01-04 02:00:00,2022-01-04 02:00:00,0.3977485207870989,2022,1,4,0.9986798816037711,10.38454733682481
2022-01-04 03:00:00,2022-01-04 03:00:00,0.19129210920402206,2022,1,4,0.9986439697749765,10.177731806953787
2022-01-04 04:00:00,2022-01-04 04:00:00,0.41669145007392394,2022,1,4,0.9986075763470647,10.40276721354457
2022-01-04 05:00:00,2022-01-04 05:00:00,0.5878899370274552,2022,1,4,0.9985707013375863,10.573596950403319
2022-01-04 06:00:00,2022-01-04 06:00:00,0.7067878077239477,2022,1,4,0.9985333447643246,10.692121255367194
2022-01-04 07:00:00,2022-01-04 07:00:00,0.580074092532457,2022,1,4,0.9984955066452949,10.565029158985407
2022-01-04 08:00:00,2022-01-04 08:00:00,0.1895589612325962,2022,1,4,0.9984571869987445,10.17413083122004
2022-01-04 09:00:00,2022-01-04 09:00:00,0.03476868467867489,2022,1,4,0.9984183858431536,10.01895254311021
2022-01-04 10:00:00,2022-01-04 10:00:00,0.04427499508256649,2022,1,4,0.9983791031972338,10.028066027054905
2022-01-04 11:00:00,2022-01-04 11:00:00,0.31767851961083227,2022,1,4,0.9983393390799294,10.301071910410126
2022-01-04 12:00:00,2022-01-04 12:00:00,0.9064757002206569,2022,1,4,0.9982990935104169,10.889466635324826
2022-01-04 13:00:00,2022-01-04 13:00:00,0.9715058980265788,2022,1,4,0.9982583665081046,10.954089563107624
2022-01-04 14:00:00,2022-01-04 14:00:00,0.47792126612448727,2022,1,4,0.9982171580926334,10.460092847050822
2022-01-04 15:00:00,2022-01-04 15:00:00,0.7886263202190162,2022,1,4,0.9981754682838762,10.770381003057778
2022-01-04 16:00:00,2022-01-04 16:00:00,0.6544642865332708,2022,1,4,0.9981332971019379,10.63579725755265
2022-01-04 17:00:00,2022-01-04 17:00:00,0.4384330882224604,2022,1,4,0.9980906445671558,10.419339533894018
2022-01-04 18:00:00,2022-01-04 18:00:00,0.9410350049713718,2022,1,4,0.9980475107000991,10.921510111972363
2022-01-04 19:00:00,2022-01-04 19:00:00,0.4418520658002677,2022,1,4,0.9980038955215694,10.421891021015961
2022-01-04 20:00:00,2022-01-04 20:00:00,0.32062347676717684,2022,1,4,0.9979597990526001,10.300221467293177
2022-01-04 21:00:00,2022-01-04 21:00:00,0.7862170927697836,2022,1,4,0.9979152213144571,10.765369305914355
2022-01-04 22:00:00,2022-01-04 22:00:00,0.2185910976791241,2022,1,4,0.9978701623286378,10.197292720965502
2022-01-04 23:00:00,2022-01-04 23:00:00,0.8177731166397403,2022,1,4,0.9978246221168723,10.796019337808463
2022-01-05 00:00:00,2022-01-05 00:00:00,0.5497976429439098,2022,1,5,0.9977786007011223,10.527583649955133
2022-01-05 01:00:00,2022-01-05 01:00:00,0.21280594208002124,2022,1,5,0.997732098103582,10.190126923115841
2022-01-05 02:00:00,2022-01-05 02:00:00,0.3589889442356582,2022,1,5,0.9976851143466773,10.335840087702431
2022-01-05 03:00:00,2022-01-05 03:00:00,0.110376599808644,2022,1,5,0.9976376494530662,10.086753094339306
2022-01-05 04:00:00,2022-01-05 04:00:00,0.01940394988313565,2022,1,5,0.9975897034456389,9.995300984339526
2022-01-05 05:00:00,2022-01-05 05:00:00,0.21812687119528484,2022,1,5,0.9975412763475174,10.19353963467046
2022-01-05 06:00:00,2022-01-05 06:00:00,0.9245171638050375,2022,1,5,0.997492368182056,10.899440845625596
2022-01-05 07:00:00,2022-01-05 07:00:00,0.6105518020026961,2022,1,5,0.9974429789728406,10.584981591731102
2022-01-05 08:00:00,2022-01-05 08:00:00,0.10436376371965272,2022,1,5,0.9973931087436895,10.078294851156548
2022-01-05 09:00:00,2022-01-05 09:00:00,0.5180488780534622,2022,1,5,0.9973427575186525,10.491476453239986
2022-01-05 10:00:00,2022-01-05 10:00:00,0.8665822844657566,2022,1,5,0.9972919253220119,10.839501537685877
2022-01-05 11:00:00,2022-01-05 11:00:00,0.8812521991710345,2022,1,5,0.9972406121782815,10.85365832095385
2022-01-05 12:00:00,2022-01-05 12:00:00,0.2425562040685535,2022,1,5,0.9971888181122075,10.214444385190628
2022-01-05 13:00:00,2022-01-05 13:00:00,0.2411351497174007,2022,1,5,0.9971365431487673,10.212500581205074
2022-01-05 14:00:00,2022-01-05 14:00:00,0.29758241753435355,2022,1,5,0.997083787313171,10.268420290666064
2022-01-05 15:00:00,2022-01-05 15:00:00,0.32819164061474737,2022,1,5,0.9970305506308603,10.298497146923351
2022-01-05 16:00:00,2022-01-05 16:00:00,0.13768897571927763,2022,1,5,0.9969768331275085,10.107457306994363
2022-01-05 17:00:00,2022-01-05 17:00:00,0.21516948604984798,2022,1,5,0.9969226348290212,10.18439583434006
2022-01-05 18:00:00,2022-01-05 18:00:00,0.22362394980196842,2022,1,5,0.9968679557615356,10.192303507417325
2022-01-05 19:00:00,2022-01-05 19:00:00,0.3673020860439269,2022,1,5,0.996812795951421,10.335430045558136
2022-01-05 20:00:00,2022-01-05 20:00:00,0.9771359391706048,2022,1,5,0.9967571554252782,10.944707493423387
2022-01-05 21:00:00,2022-01-05 21:00:00,0.6093209992265951,2022,1,5,0.9967010342099402,10.576331341325997
2022-01-05 22:00:00,2022-01-05 22:00:00,0.4626752418373198,2022,1,5,0.9966444323324715,10.429119565162035
2022-01-05 23:00:00,2022-01-05 23:00:00,0.5287685886108633,2022,1,5,0.9965873498201685,10.494642086812547
2022-01-06 00:00:00,2022-01-06 00:00:00,0.5479300629418299,2022,1,6,0.9965297867005595,10.513227929947424
2022-01-06 01:00:00,2022-01-06 01:00:00,0.2850763747947248,2022,1,6,0.9964717430014044,10.24979380480877
2022-01-06 02:00:00,2022-01-06 02:00:00,0.5976576061204891,2022,1,6,0.9964132187506951,10.56178979362744
2022-01-06 03:00:00,2022-01-06 03:00:00,0.316722143676357,2022,1,6,0.996354213976655,10.280264283442907
2022-01-06 04:00:00,2022-01-06 04:00:00,0.6805798881724936,2022,1,6,0.9962947287077394,10.643527175249888
2022-01-06 05:00:00,2022-01-06 05:00:00,0.613608640057969,2022,1,6,0.9962347629726351,10.57595626978432
2022-01-06 06:00:00,2022-01-06 06:00:00,0.11191832206121288,2022,1,6,0.996174316800261,10.073661490063822
2022-01-06 07:00:00,2022-01-06 07:00:00,0.8676566005226328,2022,1,6,0.9961133902197672,10.828790502720304
2022-01-06 08:00:00,2022-01-06 08:00:00,0.7722970299497239,2022,1,6,0.9960519832605359,10.732816862555083
2022-01-06 09:00:00,2022-01-06 09:00:00,0.0221279343884081,2022,1,6,0.9959900959521808,9.982028893910215
2022-01-06 10:00:00,2022-01-06 10:00:00,0.1444031890080354,2022,1,6,0.9959277283245471,10.103680472253506
2022-01-06 11:00:00,2022-01-06 11:00:00,0.9162463644144151,2022,1,6,0.9958648804077119,10.874895168491534
2022-01-06 12:00:00,2022-01-06 12:00:00,0.5245480035329222,2022,1,6,0.9958015522319837,10.48256352585276
2022-01-06 13:00:00,2022-01-06 13:00:00,0.0872936996178475,2022,1,6,0.9957377438279029,10.044671137896875
2022-01-06 14:00:00,2022-01-06 14:00:00,0.40120727510152454,2022,1,6,0.9956734552262411,10.357941827363936
2022-01-06 15:00:00,2022-01-06 15:00:00,0.5268840597486208,2022,1,6,0.9956086864580017,10.482970924328638
2022-01-06 16:00:00,2022-01-06 16:00:00,0.40254461301831557,2022,1,6,0.9955434375544198,10.357978988562513
2022-01-06 17:00:00,2022-01-06 17:00:00,0.26130101576748455,2022,1,6,0.9954777085469617,10.216078101237102
2022-01-06 18:00:00,2022-01-06 18:00:00,0.1833264729547064,2022,1,6,0.9954114994673254,10.13744146762796
2022-01-06 19:00:00,2022-01-06 19:00:00,0.26354189660782046,2022,1,6,0.9953448103474407,10.216990000082228
2022-01-06 20:00:00,2022-01-06 20:00:00,0.5693415835892238,2022,1,6,0.9952776412194684,10.522117995783908
2022-01-06 21:00:00,2022-01-06 21:00:00,0.43240872207706005,2022,1,6,0.995209992115801,10.384508643235069
2022-01-06 22:00:00,2022-01-06 22:00:00,0.45359177799490524,2022,1,6,0.9951418630690625,10.40501040868553
2022-01-06 23:00:00,2022-01-06 23:00:00,0.7962476443716454,2022,1,6,0.9950732541121086,10.746980185492731
2022-01-07 00:00:00,2022-01-07 00:00:00,0.594614204580563,2022,1,7,0.9950041652780258,10.544655857360821
2022-01-07 01:00:00,2022-01-07 01:00:00,0.38206503351120125,2022,1,7,0.9949345966001326,10.331410999512528
2022-01-07 02:00:00,2022-01-07 02:00:00,0.5847963143597034,2022,1,7,0.9948645481119787,10.53344179547949
2022-01-07 03:00:00,2022-01-07 03:00:00,0.49134015377429574,2022,1,7,0.9947940198473452,10.439280352247748
2022-01-07 04:00:00,2022-01-07 04:00:00,0.7280560742916711,2022,1,7,0.9947230118402446,10.675286192694116
2022-01-07 05:00:00,2022-01-07 05:00:00,0.4203137905864399,2022,1,7,0.9946515241249206,10.366829031835646
2022-01-07 06:00:00,2022-01-07 06:00:00,0.6660396200234338,2022,1,7,0.9945795567358485,10.611835187381919
2022-01-07 07:00:00,2022-01-07 07:00:00,0.7697764210064304,2022,1,7,0.9945071097077347,10.714847518083777
2022-01-07 08:00:00,2022-01-07 08:00:00,0.7919828973811133,2022,1,7,0.9944341830755171,10.736324728136283
2022-01-07 09:00:00,2022-01-07 09:00:00,0.0640914258991443,2022,1,7,0.9943607768743647,10.007699194642791
2022-01-07 10:00:00,2022-01-07 10:00:00,0.7346568584223505,2022,1,7,0.994286891139678,10.677525769819132
2022-01-07 11:00:00,2022-01-07 11:00:00,0.6260409161737123,2022,1,7,0.9942125259070885,10.568166175244597
2022-01-07 12:00:00,2022-01-07 12:00:00,0.766379110846686,2022,1,7,0.994137681212459,10.707755922971275
2022-01-07 13:00:00,2022-01-07 13:00:00,0.5959183219111176,2022,1,7,0.9940623570918838,10.536541892829955
2022-01-07 14:00:00,2022-01-07 14:00:00,0.620857138492543,2022,1,7,0.9939865535816881,10.560722674309424
2022-01-07 15:00:00,2022-01-07 15:00:00,0.48648141573647186,2022,1,7,0.9939102707184282,10.425584122920755
2022-01-07 16:00:00,2022-01-07 16:00:00,0.4480935692902426,2022,1,7,0.993833508538892,10.386428654679161
2022-01-07 17:00:00,2022-01-07 17:00:00,0.44469539762281585,2022,1,7,0.993756267080098,10.382258068423797
2022-01-07 18:00:00,2022-01-07 18:00:00,0.17689626753160748,2022,1,7,0.9936785463792964,10.11368173132457
2022-01-07 19:00:00,2022-01-07 19:00:00,0.0946341771827629,2022,1,7,0.9936003464739682,10.030637641922446
2022-01-07 20:00:00,2022-01-07 20:00:00,0.8284738824152885,2022,1,7,0.9935216674018256,10.763690556433543
2022-01-07 21:00:00,2022-01-07 21:00:00,0.06153788864097176,2022,1,7,0.9934425092008116,9.995962980649088
2022-01-07 22:00:00,2022-01-07 22:00:00,0.6733705861693412,2022,1,7,0.9933628719091006,10.606999305260347
2022-01-07 23:00:00,2022-01-07 23:00:00,0.012528536388352052,2022,1,7,0.9932827555650979,9.945356092039331
2022-01-08 00:00:00,2022-01-08 00:00:00,0.023729113785844635,2022,1,8,0.99320216020744,9.955750715860244
2022-01-08 01:00:00,2022-01-08 01:00:00,0.8395422886602836,2022,1,8,0.9931210858749941,10.770753147410225
2022-01-08 02:00:00,2022-01-08 02:00:00,0.580882239703108,2022,1,8,0.9930395326068586,10.511277565771694
2022-01-08 03:00:00,2022-01-08 03:00:00,0.752633348588923,2022,1,8,0.9929575004423629,10.682208353012552
2022-01-08 04:00:00,2022-01-08 04:00:00,0.5944730812367125,2022,1,8,0.992874989421067,10.523222975447382
2022-01-08 05:00:00,2022-01-08 05:00:00,0.72858487028455,2022,1,8,0.9927919995827623,10.656504866112172
2022-01-08 06:00:00,2022-01-08 06:00:00,0.24780516717169176,2022,1,8,0.9927085309674709,10.1748904768464
2022-01-08 07:00:00,2022-01-08 07:00:00,0.3655421415611466,2022,1,8,0.9926245836154458,10.291787977715604
2022-01-08 08:00:00,2022-01-08 08:00:00,0.9954615472776668,2022,1,8,0.9925401575671708,10.920863122949376
2022-01-08 09:00:00,2022-01-08 09:00:00,0.08483295109426225,2022,1,8,0.9924552528633608,10.00938547972787
2022-01-08 10:00:00,2022-01-08 10:00:00,0.5890795551934394,2022,1,8,0.992369869544961,10.512778250643048
2022-01-08 11:00:00,2022-01-08 11:00:00,0.06898318432162776,2022,1,8,0.9922840076531481,9.991823260853108
2022-01-08 12:00:00,2022-01-08 12:00:00,0.7691465467253601,2022,1,8,0.992197667229329,10.69112321901865
2022-01-08 13:00:00,2022-01-08 13:00:00,0.9137133623728226,2022,1,8,0.992110848315142,10.834821845524242
2022-01-08 14:00:00,2022-01-08 14:00:00,0.9598268493128251,2022,1,8,0.9920235509524553,10.880062358837378
2022-01-08 15:00:00,2022-01-08 15:00:00,0.9414080827873469,2022,1,8,0.9919357751833687,10.860765834621034
2022-01-08 16:00:00,2022-01-08 16:00:00,0.28411492891727463,2022,1,8,0.9918475210502122,10.202590139419398
2022-01-08 17:00:00,2022-01-08 17:00:00,0.5910950434310901,2022,1,8,0.9917587885955467,10.508682929386557
2022-01-08 18:00:00,2022-01-08 18:00:00,0.9515095419245395,2022,1,8,0.9916695778621636,10.868205320546174
2022-01-08 19:00:00,2022-01-08 19:00:00,0.7265822357119752,2022,1,8,0.991579888893085,10.642381124642824
2022-01-08 20:00:00,2022-01-08 20:00:00,0.7949794746360824,2022,1,8,0.9914897217315638,10.70987669195172
2022-01-08 21:00:00,2022-01-08 21:00:00,0.5011545163964848,2022,1,8,0.9913990764210834,10.415145280607318
2022-01-08 22:00:00,2022-01-08 22:00:00,0.505864439928159,2022,1,8,0.9913079530053578,10.418943969981736
2022-01-08 23:00:00,2022-01-08 23:00:00,0.36389196887754627,2022,1,8,0.9912163515283313,10.276055484160858
2022-01-09 00:00:00,2022-01-09 00:00:00,0.17382021753880228,2022,1,9,0.9911242720341794,10.085062937880597
2022-01-09 01:00:00,2022-01-09 01:00:00,0.2270230564961202,2022,1,9,0.9910317145673073,10.137340202169193
2022-01-09 02:00:00,2022-01-09 02:00:00,0.31367930300324987,2022,1,9,0.9909386791723515,10.223066094726764
2022-01-09 03:00:00,2022-01-09 03:00:00,0.5015932511789991,2022,1,9,0.9908451658941783,10.410044910120781
2022-01-09 04:00:00,2022-01-09 04:00:00,0.8981775769906585,2022,1,9,0.9907511747778849,10.805689324769506
2022-01-09 05:00:00,2022-01-09 05:00:00,0.8827268574859518,2022,1,9,0.9906567058687987,10.78929391617394
2022-01-09 06:00:00,2022-01-09 06:00:00,0.20428612618996467,2022,1,9,0.9905617592124779,10.109903718314744
2022-01-09 07:00:00,2022-01-09 07:00:00,0.3365478702067193,2022,1,9,0.9904663348547105,10.241211218753824
2022-01-09 08:00:00,2022-01-09 08:00:00,0.4427618599925317,2022,1,9,0.9903704328415154,10.346466188407685
2022-01-09 09:00:00,2022-01-09 09:00:00,0.03038920712218296,2022,1,9,0.9902740532191414,9.933129739313596
2022-01-09 10:00:00,2022-01-09 10:00:00,0.8391213614864889,2022,1,9,0.9901771960340682,10.740893321827171
2022-01-09 11:00:00,2022-01-09 11:00:00,0.28826031412567543,2022,1,9,0.9900798613330053,10.18905892745573
2022-01-09 12:00:00,2022-01-09 12:00:00,0.6853354078216454,2022,1,9,0.9899820491628926,10.585155899450571
2022-01-09 13:00:00,2022-01-09 13:00:00,0.1130495196177409,2022,1,9,0.9898837595709004,10.011887115326745
2022-01-09 14:00:00,2022-01-09 14:00:00,0.3614274902374077,2022,1,9,0.989784992604429,10.259277416281696
2022-01-09 15:00:00,2022-01-09 15:00:00,0.03880673953507863,2022,1,9,0.9896857483111093,9.93566422264617
2022-01-09 16:00:00,2022-01-09 16:00:00,0.07699440282315784,2022,1,9,0.9895860267388021,9.972854670211179
2022-01-09 17:00:00,2022-01-09 17:00:00,0.8695599151091352,2022,1,9,0.9894858279355984,10.764418194465119
2022-01-09 18:00:00,2022-01-09 18:00:00,0.1653872005564817,2022,1,9,0.9893851519498194,10.059238720054676
2022-01-09 19:00:00,2022-01-09 19:00:00,0.6933289139199995,2022,1,9,0.9892839988300164,10.586168902220164
2022-01-09 20:00:00,2022-01-09 20:00:00,0.8577419258378022,2022,1,9,0.9891823686249708,10.74956561208751
2022-01-09 21:00:00,2022-01-09 21:00:00,0.9466344540988684,2022,1,9,0.989080261383694,10.837437067935808
2022-01-09 22:00:00,2022-01-09 22:00:00,0.5398630794739054,2022,1,9,0.9889776771554276,10.429639851028181
2022-01-09 23:00:00,2022-01-09 23:00:00,0.9518240828311936,2022,1,9,0.9888746159896432,10.840570242727624
2022-01-10 00:00:00,2022-01-10 00:00:00,0.5695293402562055,2022,1,10,0.9887710779360422,10.457240119616626
2022-01-10 01:00:00,2022-01-10 01:00:00,0.8330624408473813,2022,1,10,0.9886670630445564,10.719733071292946
2022-01-10 02:00:00,2022-01-10 02:00:00,0.12150271047915095,2022,1,10,0.9885625713653472,10.007128424132622
2022-01-10 03:00:00,2022-01-10 03:00:00,0.1030449197326333,2022,1,10,0.9884576029488059,9.987620949220693
2022-01-10 04:00:00,2022-01-10 04:00:00,0.3490224306660269,2022,1,10,0.9883521578455541,10.232544009121568
2022-01-10 05:00:00,2022-01-10 05:00:00,0.6604511924192562,2022,1,10,0.9882462361064427,10.542913553483682
2022-01-10 06:00:00,2022-01-10 06:00:00,0.1011200096379622,2022,1,10,0.988139837782553,9.982518387463491
2022-01-10 07:00:00,2022-01-10 07:00:00,0.9385523981261795,2022,1,10,0.9880329629251958,10.818882027378137
2022-01-10 08:00:00,2022-01-10 08:00:00,0.2537763004098792,2022,1,10,0.987925611585912,10.133032416268998
2022-01-10 09:00:00,2022-01-10 09:00:00,0.07887940733051013,2022,1,10,0.9878177838164719,9.957057245495228
2022-01-10 10:00:00,2022-01-10 10:00:00,0.890376697057416,2022,1,10,0.987709479668876,10.767471493746177
2022-01-10 11:00:00,2022-01-10 11:00:00,0.07712996731276578,2022,1,10,0.9876006991953541,9.953136959266308
2022-01-10 12:00:00,2022-01-10 12:00:00,0.30632344663943045,2022,1,10,0.9874914424483661,10.181237871123091
2022-01-10 13:00:00,2022-01-10 13:00:00,0.37582669697400406,2022,1,10,0.9873817094806012,10.249643791780016
2022-01-10 14:00:00,2022-01-10 14:00:00,0.2195816787667475,2022,1,10,0.9872715003449786,10.092296682216533
2022-01-10 15:00:00,2022-01-10 15:00:00,0.7675752410714882,2022,1,10,0.9871608150946469,10.639183392017959
2022-01-10 16:00:00,2022-01-10 16:00:00,0.5505295741347848,2022,1,10,0.9870496537829845,10.421026111964629
2022-01-10 17:00:00,2022-01-10 17:00:00,0.3333659130497685,2022,1,10,0.9869380164635992,10.20274607768576
2022-01-10 18:00:00,2022-01-10 18:00:00,0.2580173601781647,2022,1,10,0.9868259031903286,10.12627639208145
2022-01-10 19:00:00,2022-01-10 19:00:00,0.3739352674502193,2022,1,10,0.9867133140172395,10.241068407622615
2022-01-10 20:00:00,2022-01-10 20:00:00,0.4323678715738194,2022,1,10,0.9866002489986284,10.298370361560103
